Season,Round,Date,Local.start.time,Venue,Attendance,First.name,Surname,ID,Jumper.No.,Playing.for,Kicks,Marks,Handballs,Disposals,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50s,Clearances,Clangers,Frees.For,Frees.Against,Brownlow.Votes,Contested.Possessions,Uncontested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,Time.on.Ground,Substitute,Umpire.1,Umpire.2,Umpire.3,Umpire.4,Home.team,HQ1G,HQ1B,HQ2G,HQ2B,HQ3G,HQ3B,HQ4G,HQ4B,HQETG,HQETB,Home.score,Away.team,AQ1G,AQ1B,AQ2G,AQ2B,AQ3G,AQ3B,AQ4G,AQ4B,AQETG,AQETB,Away.score,HQ1P,HQ2P,HQ3P,HQ4P,HQETP,AQ1P,AQ2P,AQ3P,AQ4P,AQETP,Player,Team,url,Age,Career.Games,Coach,DOB,Home.Away,Position,match_weather_temp_c,match_weather_type,Is_Raining
2025,2,2025-03-15,1615,S.C.G.,34906,Justin,McInerney,12711,27,Sydney,8,4,15,23,0,0,0,1,1,5,5,3,2,2,0,10,14,0,0,1,0,1,78,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Justin McInerney,Sydney,https://afltables.com/afl/stats/players/J/Justin_McInerney.html,24.57221081451061,94,"Cox, Dean",18-Aug-2000,Home,WR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Lewis,Melican,12526,43,Sydney,9,6,4,13,0,0,0,1,3,2,1,1,0,0,0,3,8,0,0,3,0,0,80,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Lewis Melican,Sydney,https://afltables.com/afl/stats/players/L/Lewis_Melican.html,28.358658453114305,86,"Cox, Dean",4-Nov-1996,Home,FB,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Tom,Papley,12412,11,Sydney,4,0,4,8,0,0,0,1,0,2,1,3,1,2,0,7,3,0,0,2,1,0,83,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Tom Papley,Sydney,https://afltables.com/afl/stats/players/T/Tom_Papley.html,28.670773442847366,187,"Cox, Dean",13-Jul-1996,Home,HFFR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Ben,Paton,12671,25,Sydney,7,2,3,10,0,0,0,3,1,2,0,2,0,1,0,0,9,0,0,3,1,0,53,Off,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Ben Paton,Sydney,https://afltables.com/afl/stats/players/B/Ben_Paton.html,26.40246406570842,73,"Cox, Dean",19-Oct-1998,Home,HBFR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Dane,Rampe,12140,24,Sydney,10,4,11,21,0,0,0,1,4,0,1,1,1,1,0,7,13,1,0,5,0,0,81,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Dane Rampe,Sydney,https://afltables.com/afl/stats/players/D/Dane_Rampe.html,34.78302532511978,253,"Cox, Dean",2-Jun-1990,Home,CHB,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Matt,Roberts,12994,34,Sydney,14,3,5,19,0,0,0,4,5,2,1,3,4,0,0,7,9,0,0,2,0,0,89,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Matt Roberts,Sydney,https://afltables.com/afl/stats/players/M/Matt_Roberts.html,21.621492128678987,32,"Cox, Dean",31-Jul-2003,Home,HBFL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,James,Rowbottom,12714,8,Sydney,7,0,4,11,0,0,0,11,1,3,7,2,5,1,0,11,1,0,0,2,0,0,61,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,James Rowbottom,Sydney,https://afltables.com/afl/stats/players/J/James_Rowbottom.html,24.484599589322382,119,"Cox, Dean",19-Sep-2000,Home,R,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Chad,Warner,12797,1,Sydney,12,4,8,20,2,0,0,1,1,8,5,9,1,5,3,7,12,1,0,0,2,0,83,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Chad Warner,Sydney,https://afltables.com/afl/stats/players/C/Chad_Warner.html,23.82135523613963,87,"Cox, Dean",19-May-2001,Home,RR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Corey,Warner,13053,37,Sydney,11,6,4,15,2,2,0,1,0,3,1,3,1,1,0,3,12,0,3,1,1,0,82,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Corey Warner,Sydney,https://afltables.com/afl/stats/players/C/Corey_Warner.html,21.435318275154003,11,"Cox, Dean",7-Oct-2003,Home,INT,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Sam,Wicks,12818,15,Sydney,8,2,6,14,0,0,0,3,2,3,0,9,1,4,0,4,11,0,0,0,1,0,80,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Sam Wicks,Sydney,https://afltables.com/afl/stats/players/S/Sam_Wicks.html,25.49828884325804,68,"Cox, Dean",14-Sep-1999,Home,BPR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Callum,Ah Chee,12414,4,Brisbane Lions,7,3,7,14,1,2,0,1,0,0,0,7,2,4,0,9,4,1,1,0,0,1,75,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Callum Ah Chee,Brisbane Lions,https://afltables.com/afl/stats/players/C/Callum_Ah_Chee.html,27.42984257357974,144,"Fagan, Chris",9-Oct-1997,Away,HFFL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Harris,Andrews,12340,31,Brisbane Lions,5,2,2,7,0,0,0,0,3,0,0,4,0,2,0,1,7,0,0,10,0,0,97,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Harris Andrews,Brisbane Lions,https://afltables.com/afl/stats/players/H/Harris_Andrews.html,28.257357973990416,213,"Fagan, Chris",11-Dec-1996,Away,CHB,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Noah,Answerth,12718,43,Brisbane Lions,8,3,3,11,0,0,0,6,2,2,0,4,1,2,0,3,9,0,0,5,0,0,86,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Noah Answerth,Brisbane Lions,https://afltables.com/afl/stats/players/N/Noah_Answerth.html,25.605065023956193,72,"Fagan, Chris",6-Aug-1999,Away,INT,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Levi,Ashcroft,13197,10,Brisbane Lions,16,5,9,25,0,1,0,0,4,3,4,2,2,0,0,9,11,0,0,1,0,0,76,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Levi Ashcroft,Brisbane Lions,https://afltables.com/afl/stats/players/L/Levi_Ashcroft.html,18.238193018480494,1,"Fagan, Chris",18-Dec-2006,Away,INT,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Will,Ashcroft,13040,8,Brisbane Lions,11,0,10,21,0,1,0,4,1,1,8,4,2,2,0,12,10,0,0,0,0,0,87,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Will Ashcroft,Brisbane Lions,https://afltables.com/afl/stats/players/W/Will_Ashcroft.html,20.856947296372347,32,"Fagan, Chris",6-May-2004,Away,WL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Zac,Bailey,12610,33,Brisbane Lions,9,1,8,17,4,1,0,0,1,2,1,2,0,1,2,8,9,0,0,0,0,0,84,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Zac Bailey,Brisbane Lions,https://afltables.com/afl/stats/players/Z/Zac_Bailey.html,25.473648186173854,141,"Fagan, Chris",23-Sep-1999,Away,C,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Jarrod,Berry,12519,7,Brisbane Lions,16,10,11,27,0,0,0,1,2,5,2,7,0,0,0,6,21,0,0,0,0,0,85,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Jarrod Berry,Brisbane Lions,https://afltables.com/afl/stats/players/J/Jarrod_Berry.html,27.10403832991102,161,"Fagan, Chris",5-Feb-1998,Away,WR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Josh,Dunkley,12408,5,Brisbane Lions,17,5,10,27,1,0,0,10,2,6,6,4,4,2,1,16,15,0,1,4,0,0,92,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Josh Dunkley,Brisbane Lions,https://afltables.com/afl/stats/players/J/Josh_Dunkley.html,28.177960301163587,168,"Fagan, Chris",9-Jan-1997,Away,RR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Jaspa,Fletcher,13072,3,Brisbane Lions,6,0,6,12,0,0,0,2,2,2,2,1,1,1,0,5,7,0,0,0,1,0,75,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Jaspa Fletcher,Brisbane Lions,https://afltables.com/afl/stats/players/J/Jaspa_Fletcher.html,21.05201916495551,42,"Fagan, Chris",24-Feb-2004,Away,INT,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Darcy,Fort,12724,32,Brisbane Lions,10,4,4,14,1,0,12,1,4,2,3,3,0,2,0,9,5,1,1,0,0,1,73,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Darcy Fort,Brisbane Lions,https://afltables.com/afl/stats/players/D/Darcy_Fort.html,31.605065023956193,37,"Fagan, Chris",6-Aug-1993,Away,INT,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Eric,Hipwood,12454,30,Brisbane Lions,4,3,1,5,1,2,1,1,0,1,0,3,0,3,0,1,5,0,2,0,0,0,75,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Eric Hipwood,Brisbane Lions,https://afltables.com/afl/stats/players/E/Eric_Hipwood.html,27.501026694045173,178,"Fagan, Chris",13-Sep-1997,Away,CHF,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Ryan,Lester,11894,35,Brisbane Lions,10,4,5,15,0,0,0,2,6,0,0,3,0,1,0,8,5,1,0,7,0,0,89,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Ryan Lester,Brisbane Lions,https://afltables.com/afl/stats/players/R/Ryan_Lester.html,32.550308008213555,208,"Fagan, Chris",26-Aug-1992,Away,BPR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Kai,Lohmann,12968,1,Brisbane Lions,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,8,Off,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Kai Lohmann,Brisbane Lions,https://afltables.com/afl/stats/players/K/Kai_Lohmann.html,21.856947296372347,36,"Fagan, Chris",6-May-2003,Away,FPR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Hugh,McCluggage,12518,6,Brisbane Lions,11,2,10,21,0,0,0,1,3,4,5,6,3,2,0,10,13,0,0,1,0,0,76,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Hugh McCluggage,Brisbane Lions,https://afltables.com/afl/stats/players/H/Hugh_McCluggage.html,27.032854209445585,183,"Fagan, Chris",3-Mar-1998,Away,HFFR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Oscar,McInerney,12617,46,Brisbane Lions,12,5,6,18,1,1,16,1,3,5,7,4,1,2,0,11,7,2,2,2,0,0,79,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Oscar McInerney,Brisbane Lions,https://afltables.com/afl/stats/players/O/Oscar_McInerney.html,30.67898699520876,152,"Fagan, Chris",10-Jul-1994,Away,RK,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Conor,McKenna,12391,26,Brisbane Lions,7,1,3,10,0,1,0,0,0,4,0,0,1,0,0,5,5,0,0,0,0,2,65,On,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Conor McKenna,Brisbane Lions,https://afltables.com/afl/stats/players/C/Conor_McKenna.html,28.9637234770705,124,"Fagan, Chris",28-Mar-1996,Away,SUB,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Logan,Morris,13137,13,Brisbane Lions,5,1,0,5,1,1,0,3,0,2,0,0,1,0,0,3,2,0,1,1,1,0,77,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Logan Morris,Brisbane Lions,https://afltables.com/afl/stats/players/L/Logan_Morris.html,19.84599589322382,20,"Fagan, Chris",10-May-2005,Away,FF,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Lachie,Neale,12055,9,Brisbane Lions,5,0,5,10,0,0,0,3,1,0,2,3,3,1,0,8,3,0,0,0,0,0,84,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Lachie Neale,Brisbane Lions,https://afltables.com/afl/stats/players/L/Lachie_Neale.html,31.80766598220397,273,"Fagan, Chris",24-May-1993,Away,R,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Jack,Payne,12819,40,Brisbane Lions,4,2,4,8,0,0,0,1,2,0,0,0,0,0,0,4,3,1,0,3,0,0,95,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Jack Payne,Brisbane Lions,https://afltables.com/afl/stats/players/J/Jack_Payne.html,25.413415468856947,69,"Fagan, Chris",15-Oct-1999,Away,FB,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Cam,Rayner,12592,16,Brisbane Lions,8,2,5,13,0,2,0,0,0,4,0,4,0,2,0,6,8,2,1,1,0,0,90,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Cam Rayner,Brisbane Lions,https://afltables.com/afl/stats/players/C/Cam_Rayner.html,25.396988364134156,141,"Fagan, Chris",21-Oct-1999,Away,FPL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Brandon,Starcevich,12668,37,Brisbane Lions,6,3,7,13,0,0,0,2,1,1,2,0,1,0,0,7,7,0,0,1,0,0,66,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Brandon Starcevich,Brisbane Lions,https://afltables.com/afl/stats/players/B/Brandon_Starcevich.html,25.640657084188913,119,"Fagan, Chris",24-Jul-1999,Away,HBFL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Darcy,Wilmot,13026,44,Brisbane Lions,17,4,8,25,0,1,0,4,4,3,0,6,4,4,0,9,13,0,0,2,0,0,85,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Darcy Wilmot,Brisbane Lions,https://afltables.com/afl/stats/players/D/Darcy_Wilmot.html,21.202600958247775,57,"Fagan, Chris",31-Dec-2003,Away,HBFR,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1615,S.C.G.,34906,Dayne,Zorko,12076,15,Brisbane Lions,20,6,4,24,2,0,0,3,6,4,0,1,2,0,0,5,15,0,0,2,0,0,80,,Brett Rosebury, Curtis Deboy, Brendan Hosking, Nathan Toner,Sydney,4,0,7,3,9,6,12,10,NA,NA,82,Brisbane Lions,1,3,4,8,10,10,12,14,NA,NA,86,24,45,60,82,NA,9,32,70,86,NA,Dayne Zorko,Brisbane Lions,https://afltables.com/afl/stats/players/D/Dayne_Zorko.html,36.09308692676249,278,"Fagan, Chris",9-Feb-1989,Away,BPL,32,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Darcy,Cameron,12660,14,Collingwood,9,1,5,14,0,0,22,3,4,2,7,4,1,2,0,10,5,0,0,2,0,0,72,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Darcy Cameron,Collingwood,https://afltables.com/afl/stats/players/D/Darcy_Cameron.html,29.657084188911703,97,"McRae, Craig",18-Jul-1995,Home,RK,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Jack,Crisp,12061,25,Collingwood,11,3,15,26,0,0,0,7,3,8,4,3,1,0,0,12,14,0,0,2,0,1,87,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Jack Crisp,Collingwood,https://afltables.com/afl/stats/players/J/Jack_Crisp.html,31.449007529089666,251,"McRae, Craig",2-Oct-1993,Home,RR,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Josh,Daicos,12573,7,Collingwood,11,5,15,26,0,0,0,5,4,3,2,3,1,0,0,7,15,1,0,2,0,0,88,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Josh Daicos,Collingwood,https://afltables.com/afl/stats/players/J/Josh_Daicos.html,26.298425735797398,128,"McRae, Craig",26-Nov-1998,Home,HBFR,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Nick,Daicos,12943,35,Collingwood,19,6,7,26,1,1,0,1,0,9,4,4,1,2,1,6,18,0,0,0,0,2,75,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Nick Daicos,Collingwood,https://afltables.com/afl/stats/players/N/Nick_Daicos.html,22.194387405886378,72,"McRae, Craig",3-Jan-2003,Home,R,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Jamie,Elliott,12083,5,Collingwood,7,3,3,10,2,1,0,2,0,1,0,1,1,1,0,3,6,1,2,0,2,2,83,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Jamie Elliott,Collingwood,https://afltables.com/afl/stats/players/J/Jamie_Elliott1.html,32.563997262149215,196,"McRae, Craig",21-Aug-1992,Home,HFFR,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Bobby,Hill,12744,23,Collingwood,6,2,4,10,2,0,0,0,0,3,0,5,0,3,0,1,9,0,1,1,1,3,76,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Bobby Hill,Collingwood,https://afltables.com/afl/stats/players/B/Bobby_Hill.html,25.093086926762492,90,"McRae, Craig",9-Feb-2000,Home,HFFL,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Dan,Houston,12495,9,Collingwood,14,2,13,27,0,0,0,5,3,5,1,3,1,1,3,8,17,0,0,4,0,0,78,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Dan Houston,Collingwood,https://afltables.com/afl/stats/players/D/Dan_Houston.html,27.840520191649556,169,"McRae, Craig",12-May-1997,Home,HBFR,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Jeremy,Howe,11967,38,Collingwood,9,3,1,10,0,0,0,0,4,0,0,2,0,0,0,0,7,0,0,4,0,0,60,Off,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Jeremy Howe,Collingwood,https://afltables.com/afl/stats/players/J/Jeremy_Howe.html,34.709103353867214,254,"McRae, Craig",29-Jun-1990,Home,INT,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Patrick,Lipinski,12578,1,Collingwood,16,8,8,24,1,1,0,1,4,5,1,3,1,1,0,4,20,0,0,1,1,1,88,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Patrick Lipinski,Collingwood,https://afltables.com/afl/stats/players/P/Patrick_Lipinski.html,26.659822039698838,120,"McRae, Craig",17-Jul-1998,Home,WR,34,MOSTLY_SUNNY,0
2025,2,2025-03-15,1935,M.C.G.,63282,Ned,Long,13023,44,Collingwood,12,1,12,24,0,1,1,7,0,2,5,5,3,2,0,14,10,0,0,3,0,2,72,,Hayden Meyer, John Howorth, Andre Gianfagna, Andrew Heffernan,Collingwood,6,5,9,7,16,9,21,10,NA,NA,136,Port Adelaide,3,2,4,3,5,5,6,9,NA,NA,45,41,61,105,136,NA,20,27,35,45,NA,Ned Long,Collingwood,https://afltables.com/afl/stats/players/N/Ned_Long.html,22.10403832991102,14,"McRae, Craig",5-Feb-2003,Home,SUB,34,MOSTLY_SUNNY,0
