"Season","Round","Date","Local.start.time","Venue","Attendance","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Disposals","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","HQETG","HQETB","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","AQETG","AQETB","Away.score","HQ1P","HQ2P","HQ3P","HQ4P","HQETP","AQ1P","AQ2P","AQ3P","AQ4P","AQETP","Player","Team","url","Age","Career.Games","Coach","DOB","Home.Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"James","Rowbottom",12714,"8","Sydney",12,1,11,23,1,1,0,8,3,3,6,3,2,2,0,7,15,0,0,1,0,0,74,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"James Rowbottom","Sydney","https://afltables.com/afl/stats/players/J/James_Rowbottom.html",24.5831622176591,123,"Cox, Dean","19-Sep-2000","Home"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Chad","Warner",12797,"1","Sydney",16,2,5,21,0,1,0,1,4,4,5,4,2,0,0,12,9,0,0,0,2,0,85,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Chad Warner","Sydney","https://afltables.com/afl/stats/players/C/Chad_Warner.html",23.9199178644764,91,"Cox, Dean","19-May-2001","Home"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Corey","Warner",13053,"37","Sydney",6,1,3,9,0,1,0,0,0,2,0,3,2,1,0,3,5,0,0,0,0,0,71,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Corey Warner","Sydney","https://afltables.com/afl/stats/players/C/Corey_Warner.html",21.5338809034908,15,"Cox, Dean","7-Oct-2003","Home"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Sam","Wicks",12818,"15","Sydney",15,3,4,19,0,0,0,2,2,4,0,1,3,0,0,5,13,0,0,1,3,0,85,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Sam Wicks","Sydney","https://afltables.com/afl/stats/players/S/Sam_Wicks.html",25.5968514715948,72,"Cox, Dean","14-Sep-1999","Home"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Aliir","Aliir",12433,"21","Port Adelaide",12,5,4,16,0,0,0,0,6,1,1,3,1,0,1,7,7,1,0,3,0,0,100,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Aliir Aliir","Port Adelaide","https://afltables.com/afl/stats/players/A/Aliir_Aliir.html",30.621492128679,162,"Hinkley, Ken","5-Sep-1994","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Rory","Atkins",12381,"32","Port Adelaide",6,1,4,10,0,0,0,1,4,0,1,1,0,0,0,3,5,0,0,0,0,0,43,"On","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Rory Atkins","Port Adelaide","https://afltables.com/afl/stats/players/R/Rory_Atkins.html",30.7720739219713,139,"Hinkley, Ken","12-Jul-1994","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Miles","Bergman",12867,"14","Port Adelaide",5,1,7,12,0,0,0,1,5,0,1,4,0,1,0,2,9,0,0,0,2,0,86,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Miles Bergman","Port Adelaide","https://afltables.com/afl/stats/players/M/Miles_Bergman.html",23.5037645448323,89,"Hinkley, Ken","18-Oct-2001","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Travis","Boak",11583,"10","Port Adelaide",6,4,6,12,0,1,0,3,3,2,2,4,0,2,0,5,8,0,0,1,0,1,70,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Travis Boak","Port Adelaide","https://afltables.com/afl/stats/players/T/Travis_Boak.html",36.7173169062286,376,"Hinkley, Ken","1-Aug-1988","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Jase","Burgoyne",13007,"7","Port Adelaide",10,5,5,15,0,0,0,3,2,3,2,3,1,0,0,4,11,0,0,2,2,0,97,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Jase Burgoyne","Port Adelaide","https://afltables.com/afl/stats/players/J/Jase_Burgoyne.html",21.7638603696099,42,"Hinkley, Ken","15-Jul-2003","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Zak","Butters",12698,"9","Port Adelaide",13,5,14,27,0,0,0,8,3,5,7,2,3,1,3,17,11,2,1,1,2,0,83,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Zak Butters","Port Adelaide","https://afltables.com/afl/stats/players/Z/Zak_Butters.html",24.6132785763176,122,"Hinkley, Ken","8-Sep-2000","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Darcy","Byrne-Jones",12422,"33","Port Adelaide",7,2,6,13,1,0,0,1,0,2,1,1,0,0,0,4,9,0,0,1,0,2,79,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Darcy Byrne-Jones","Port Adelaide","https://afltables.com/afl/stats/players/D/Darcy_Byrne-Jones.html",29.580424366872,204,"Hinkley, Ken","20-Sep-1995","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Tom","Cochrane",13205,"37","Port Adelaide",3,2,4,7,1,0,0,2,0,2,0,2,0,0,0,3,4,0,1,1,0,0,57,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Tom Cochrane","Port Adelaide","https://afltables.com/afl/stats/players/T/Tom_Cochrane.html",19.227241615332,3,"Hinkley, Ken","27-Jan-2006","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Willem","Drew",12695,"28","Port Adelaide",5,0,4,9,1,0,0,10,0,3,2,2,0,2,0,4,6,0,0,1,0,0,82,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Willem Drew","Port Adelaide","https://afltables.com/afl/stats/players/W/Willem_Drew.html",26.5503080082136,113,"Hinkley, Ken","1-Oct-1998","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Kane","Farrell",12664,"6","Port Adelaide",23,11,3,26,0,0,0,1,7,6,0,5,0,2,0,3,15,1,0,0,3,1,83,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Kane Farrell","Port Adelaide","https://afltables.com/afl/stats/players/K/Kane_Farrell.html",26.0930869267625,99,"Hinkley, Ken","17-Mar-1999","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Mitch","Georgiades",12766,"19","Port Adelaide",7,5,2,9,3,0,0,0,0,0,0,4,1,2,0,5,4,2,3,1,0,1,90,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Mitch Georgiades","Port Adelaide","https://afltables.com/afl/stats/players/M/Mitch_Georgiades.html",23.558521560575,75,"Hinkley, Ken","28-Sep-2001","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Jason","Horne-Francis",12956,"18","Port Adelaide",18,9,2,20,0,1,0,5,0,7,3,3,2,1,2,5,14,0,1,0,2,2,78,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Jason Horne-Francis","Port Adelaide","https://afltables.com/afl/stats/players/J/Jason_Horne-Francis.html",21.829568788501,71,"Hinkley, Ken","21-Jun-2003","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Lachie","Jones",12882,"34","Port Adelaide",6,2,5,11,0,0,0,4,2,1,0,1,4,0,0,10,1,1,0,2,0,0,74,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Lachie Jones","Port Adelaide","https://afltables.com/afl/stats/players/L/Lachie_Jones.html",23.0301163586585,61,"Hinkley, Ken","9-Apr-2002","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Ollie","Lord",13056,"30","Port Adelaide",2,1,4,6,1,0,4,0,0,0,0,6,0,4,0,4,2,1,1,3,0,0,88,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Ollie Lord","Port Adelaide","https://afltables.com/afl/stats/players/O/Ollie_Lord.html",23.2956878850103,22,"Hinkley, Ken","2-Jan-2002","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Jackson","Mead",12946,"44","Port Adelaide",9,2,6,15,0,0,0,1,1,3,3,1,0,1,0,2,9,0,0,0,0,1,83,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Jackson Mead","Port Adelaide","https://afltables.com/afl/stats/players/J/Jackson_Mead.html",23.5530458590007,50,"Hinkley, Ken","30-Sep-2001","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Christian","Moraes",13199,"31","Port Adelaide",3,1,7,10,0,0,0,1,1,0,1,2,0,0,0,3,7,0,0,0,0,0,68,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Christian Moraes","Port Adelaide","https://afltables.com/afl/stats/players/C/Christian_Moraes.html",18.4462696783025,5,"Hinkley, Ken","8-Nov-2006","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Sam","Powell-Pepper",12494,"2","Port Adelaide",10,3,5,15,2,1,0,3,0,4,0,2,3,1,0,8,7,0,2,1,0,1,85,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Sam Powell-Pepper","Port Adelaide","https://afltables.com/afl/stats/players/S/Sam_Powell-Pepper.html",27.2792607802875,148,"Hinkley, Ken","8-Jan-1998","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Esava","Ratugolea",12597,"27","Port Adelaide",5,7,2,7,0,0,0,2,2,0,0,1,0,1,0,3,4,3,0,3,0,0,95,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Esava Ratugolea","Port Adelaide","https://afltables.com/afl/stats/players/E/Esava_Ratugolea.html",26.7392197125257,102,"Hinkley, Ken","24-Jul-1998","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Willie","Rioli",12606,"15","Port Adelaide",13,7,1,14,3,1,0,1,0,2,3,2,0,2,0,4,9,0,3,1,0,0,87,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Willie Rioli","Port Adelaide","https://afltables.com/afl/stats/players/W/Willie_Rioli.html",29.8761122518823,96,"Hinkley, Ken","4-Jun-1995","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Connor","Rozee",12697,"1","Port Adelaide",21,4,6,27,1,0,0,3,5,6,3,7,2,2,0,7,14,1,1,2,0,0,95,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Connor Rozee","Port Adelaide","https://afltables.com/afl/stats/players/C/Connor_Rozee.html",25.2409308692676,135,"Hinkley, Ken","22-Jan-2000","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Josh","Sinn",12959,"8","Port Adelaide",8,4,1,9,0,0,0,2,4,1,0,2,0,0,0,0,7,0,0,1,0,0,68,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Josh Sinn","Port Adelaide","https://afltables.com/afl/stats/players/J/Josh_Sinn.html",22.2819986310746,16,"Hinkley, Ken","7-Jan-2003","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Jordon","Sweet",12890,"24","Port Adelaide",5,1,4,9,0,0,39,3,2,3,3,7,2,5,0,5,3,0,0,4,0,0,83,"","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Jordon Sweet","Port Adelaide","https://afltables.com/afl/stats/players/J/Jordon_Sweet.html",27.2108145106092,34,"Hinkley, Ken","2-Feb-1998","Away"
2025,"7",2025-04-20,1520,"S.C.G.",36636,"Ollie","Wines",12150,"16","Port Adelaide",6,4,2,8,0,0,0,2,2,2,0,1,1,1,0,2,6,0,1,0,0,0,25,"Off","Mathew Nicholls"," Alex Whetton"," Nathan Williamson"," Cameron Jones","Sydney",1,2,2,7,5,9,10,17,NA,NA,77,"Port Adelaide",4,2,7,4,10,7,13,7,NA,NA,85,8,19,39,77,NA,26,46,67,85,NA,"Ollie Wines","Port Adelaide","https://afltables.com/afl/stats/players/O/Ollie_Wines.html",30.5338809034908,259,"Hinkley, Ken","7-Oct-1994","Away"
2025,"7",2025-04-20,1920,"Docklands",35511,"Marcus","Bontempelli",12269,"4","Western Bulldogs",14,5,16,30,2,1,0,4,1,5,8,0,1,0,3,12,18,0,1,1,0,2,71,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Marcus Bontempelli","Footscray","https://afltables.com/afl/stats/players/M/Marcus_Bontempelli.html",29.4024640657084,241,"Beveridge, Luke","24-Nov-1995","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Lachlan","Bramble",12916,"29","Western Bulldogs",16,12,9,25,0,0,0,0,2,4,0,3,1,2,0,3,22,0,0,2,0,1,83,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Lachlan Bramble","Footscray","https://afltables.com/afl/stats/players/L/Lachlan_Bramble.html",27.0027378507871,60,"Beveridge, Luke","19-Apr-1998","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Luke","Cleary",12987,"36","Western Bulldogs",11,7,5,16,0,1,0,2,1,0,0,0,2,0,0,4,12,0,0,0,0,0,85,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Luke Cleary","Footscray","https://afltables.com/afl/stats/players/L/Luke_Cleary.html",23.1259411362081,10,"Beveridge, Luke","5-Mar-2002","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Bailey","Dale",12354,"31","Western Bulldogs",24,8,8,32,0,0,0,0,5,4,1,1,0,0,0,4,22,0,0,0,3,0,81,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Bailey Dale","Footscray","https://afltables.com/afl/stats/players/B/Bailey_Dale.html",28.7446954140999,161,"Beveridge, Luke","22-Jul-1996","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Sam","Darcy",13021,"10","Western Bulldogs",2,0,1,3,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,1,0,1,20,"Off","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Sam Darcy","Footscray","https://afltables.com/afl/stats/players/S/Sam_Darcy.html",21.7529089664613,34,"Beveridge, Luke","19-Jul-2003","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Sam","Davidson",13178,"42","Western Bulldogs",12,8,9,21,0,1,0,2,0,4,1,0,0,0,0,5,15,1,1,1,0,1,84,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Sam Davidson","Footscray","https://afltables.com/afl/stats/players/S/Sam_Davidson.html",23.3504449007529,6,"Beveridge, Luke","13-Dec-2001","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Josh","Dolan",13179,"26","Western Bulldogs",5,3,7,12,0,0,0,2,0,2,1,1,1,1,0,5,8,0,0,0,1,0,76,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Josh Dolan","Footscray","https://afltables.com/afl/stats/players/J/Josh_Dolan.html",18.4380561259411,6,"Beveridge, Luke","11-Nov-2006","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Tim","English",12537,"44","Western Bulldogs",9,5,8,17,0,0,29,3,0,6,5,4,3,1,0,9,9,0,1,3,0,1,85,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Tim English","Footscray","https://afltables.com/afl/stats/players/T/Tim_English.html",27.6926762491444,137,"Beveridge, Luke","10-Aug-1997","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Joel","Freijah",13140,"27","Western Bulldogs",15,4,9,24,2,0,0,2,0,5,6,0,1,0,0,12,14,0,0,4,1,0,79,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Joel Freijah","Footscray","https://afltables.com/afl/stats/players/J/Joel_Freijah.html",19.4298425735797,19,"Beveridge, Luke","14-Nov-2005","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Cooper","Hynes",13213,"6","Western Bulldogs",3,4,6,9,0,1,0,0,0,0,0,1,0,1,0,4,5,0,1,0,0,1,61,"On","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Cooper Hynes","Footscray","https://afltables.com/afl/stats/players/C/Cooper_Hynes.html",19.1396303901437,2,"Beveridge, Luke","28-Feb-2006","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Jason","Johannisen",12122,"39","Western Bulldogs",19,6,6,25,1,0,0,2,2,3,1,1,0,0,0,4,20,0,0,0,3,0,73,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Jason Johannisen","Footscray","https://afltables.com/afl/stats/players/J/Jason_Johannisen.html",32.4462696783025,198,"Beveridge, Luke","8-Nov-1992","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Liam","Jones",11866,"19","Western Bulldogs",10,7,2,12,0,0,0,2,0,1,0,2,0,0,0,3,9,1,0,2,0,0,94,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Liam Jones","Footscray","https://afltables.com/afl/stats/players/L/Liam_Jones.html",34.1505817932923,204,"Beveridge, Luke","24-Feb-1991","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Matthew","Kennedy",12455,"8","Western Bulldogs",12,5,10,22,2,0,0,6,2,3,10,0,2,0,0,10,9,0,1,3,0,1,81,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Matthew Kennedy","Footscray","https://afltables.com/afl/stats/players/M/Matthew_Kennedy1.html",28.0383299110199,124,"Beveridge, Luke","6-Apr-1997","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Buku","Khamis",12900,"24","Western Bulldogs",5,6,4,9,0,0,2,3,0,1,0,2,0,2,0,1,7,0,1,1,0,0,83,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Buku Khamis","Footscray","https://afltables.com/afl/stats/players/B/Buku_Khamis.html",25.0739219712526,32,"Beveridge, Luke","24-Mar-2000","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Tom","Liberatore",11898,"21","Western Bulldogs",15,4,14,29,1,0,0,7,1,7,3,4,1,2,1,11,18,0,0,0,0,0,78,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Tom Liberatore","Footscray","https://afltables.com/afl/stats/players/T/Tom_Liberatore.html",32.9281314168378,240,"Beveridge, Luke","16-May-1992","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Rory","Lobb",12282,"7","Western Bulldogs",10,5,4,14,0,1,1,2,1,0,1,4,1,0,0,5,8,1,1,0,0,0,93,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Rory Lobb","Footscray","https://afltables.com/afl/stats/players/R/Rory_Lobb.html",32.1916495550992,182,"Beveridge, Luke","9-Feb-1993","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Lachlan","McNeil",12854,"30","Western Bulldogs",6,3,1,7,1,1,0,0,0,2,0,1,0,0,0,1,6,0,2,0,0,1,67,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Lachlan McNeil","Footscray","https://afltables.com/afl/stats/players/L/Lachlan_McNeil.html",24.1916495550992,60,"Beveridge, Luke","9-Feb-2001","Home"
2025,"7",2025-04-20,1920,"Docklands",35511,"Aaron","Naughton",12594,"33","Western Bulldogs",10,7,2,12,3,3,0,4,0,4,0,2,1,0,0,5,7,1,5,2,2,1,81,"","John Howorth"," Nathan Toner"," Craig Fleer"," Peter Bailes","Western Bulldogs",3,5,8,8,13,13,18,19,NA,NA,127,"St Kilda",4,1,4,4,6,8,8,8,NA,NA,56,23,56,91,127,NA,25,28,44,56,NA,"Aaron Naughton","Footscray","https://afltables.com/afl/stats/players/A/Aaron_Naughton.html",25.3860369609856,149,"Beveridge, Luke","30-Nov-1999","Home"
